vehicle,sample_count,MAE,RMSE,R2,mean_error,median_error
Dacia Spring,815,0.04684016400708895,0.062105002391645854,-0.19457803812917462,0.014536262755533613,0.010841208133122587
Nissan Leaf,865,0.07798932162683968,0.10700962492021743,0.3242100554501114,-0.004914833049195531,0.021988544089886528
